0.0,-100000.0,-18294.8,-100000.0,-100000.0,99496.7,99485.6,99463.6,99519.0
1.0,-100000.0,-18468.6,-100000.0,-100000.0,99207.6,99196.6,99174.3,99229.3
2.0,-100000.0,-18410.3,-100000.0,-100000.0,99379.8,99368.7,99346.0,99400.1
3.0,-100000.0,-18171.6,-100000.0,-100000.0,99657.8,99646.6,99624.2,99678.8
4.0,-100000.0,-18090.5,-100000.0,-100000.0,99603.0,99591.8,99569.8,99625.2
5.0,-100000.0,-18264.4,-100000.0,-100000.0,99291.7,99280.7,99258.5,99313.8
6.0,-100000.0,-18281.4,-100000.0,-100000.0,99372.6,99361.6,99338.9,99393.1
7.0,-100000.0,-18045.7,-100000.0,-100000.0,99680.0,99668.9,99646.4,99700.9
8.0,-100000.0,-17930.9,-100000.0,-100000.0,99692.5,99681.4,99659.3,99714.6
9.0,-100000.0,-18084.6,-100000.0,-100000.0,99385.7,99374.6,99352.6,99408.1
10.0,-100000.0,-18168.9,-100000.0,-100000.0,99367.4,99356.3,99333.6,99388.0
11.0,-100000.0,-17969.5,-100000.0,-100000.0,99685.0,99673.8,99651.3,99705.7
12.0,-100000.0,-17818.3,-100000.0,-100000.0,99761.0,99749.9,99727.8,99783.0
13.0,-100000.0,-17942.2,-100000.0,-100000.0,99480.1,99469.1,99447.2,99502.7
14.0,-100000.0,-18075.6,-100000.0,-100000.0,99362.4,99351.3,99328.7,99383.3
15.0,-100000.0,-17916.4,-100000.0,-100000.0,99668.0,99656.9,99634.3,99688.7
16.0,-100000.0,-17742.2,-100000.0,-100000.0,99802.4,99791.3,99769.1,99824.1
17.0,-100000.0,-17826.3,-100000.0,-100000.0,99567.2,99556.1,99534.2,99589.8
18.0,-100000.0,-18018.7,-100000.0,-100000.0,99361.5,99350.4,99327.9,99382.7
19.0,-100000.0,-17915.5,-100000.0,-100000.0,99628.9,99617.8,99595.1,99649.4
20.0,-100000.0,-17734.3,-100000.0,-100000.0,99817.7,99806.5,99784.3,99839.2
21.0,-100000.0,-17775.4,-100000.0,-100000.0,99637.6,99626.5,99604.6,99660.2
22.0,-100000.0,-17987.8,-100000.0,-100000.0,99363.4,99352.3,99330.0,99385.0
23.0,-100000.0,-17943.9,-100000.0,-100000.0,99571.1,99560.0,99537.3,99591.5
24.0,-100000.0,-17753.8,-100000.0,-100000.0,99808.3,99797.1,99774.8,99829.5
25.0,-100000.0,-17752.2,-100000.0,-100000.0,99694.0,99682.9,99661.0,99716.5
26.0,-100000.0,-17979.1,-100000.0,-100000.0,99377.0,99366.1,99343.9,99399.1
27.0,-100000.0,-17997.7,-100000.0,-100000.0,99504.2,99493.2,99470.5,99524.7
28.0,-100000.0,-17803.3,-100000.0,-100000.0,99777.8,99766.7,99744.3,99798.9
29.0,-100000.0,-17753.7,-100000.0,-100000.0,99731.1,99720.1,99698.2,99753.4
30.0,-100000.0,-17969.9,-100000.0,-100000.0,99402.4,99391.4,99369.4,99424.7
31.0,-100000.0,-18054.8,-100000.0,-100000.0,99435.0,99423.9,99401.3,99455.5
32.0,-100000.0,-17867.6,-100000.0,-100000.0,99734.3,99723.1,99700.7,99755.2
33.0,-100000.0,-17772.7,-100000.0,-100000.0,99754.5,99743.4,99721.4,99776.6
34.0,-100000.0,-17955.5,-100000.0,-100000.0,99440.6,99429.5,99407.5,99463.0
35.0,-100000.0,-18088.5,-100000.0,-100000.0,99373.9,99362.8,99340.2,99394.6
36.0,-100000.0,-17926.5,-100000.0,-100000.0,99678.7,99667.6,99645.1,99699.4
37.0,-100000.0,-17798.7,-100000.0,-100000.0,99765.7,99754.6,99732.5,99787.5
38.0,-100000.0,-17939.2,-100000.0,-100000.0,99489.2,99478.2,99456.3,99511.9
39.0,-100000.0,-18119.4,-100000.0,-100000.0,99331.4,99320.4,99297.8,99352.4
40.0,-100000.0,-17983.4,-100000.0,-100000.0,99622.5,99611.4,99588.8,99643.1
41.0,-100000.0,-17811.4,-100000.0,-100000.0,99771.8,99760.7,99738.5,99793.5
42.0,-100000.0,-17889.0,-100000.0,-100000.0,99550.2,99539.1,99517.3,99572.8
43.0,-100000.0,-18097.4,-100000.0,-100000.0,99315.1,99304.1,99281.7,99336.5
44.0,-100000.0,-18009.6,-100000.0,-100000.0,99564.2,99553.1,99530.4,99584.7
45.0,-100000.0,-17815.0,-100000.0,-100000.0,99770.8,99759.7,99737.3,99792.2
46.0,-100000.0,-17843.0,-100000.0,-100000.0,99612.7,99601.6,99579.7,99635.3
47.0,-100000.0,-18061.7,-100000.0,-100000.0,99320.5,99309.5,99287.2,99342.2
48.0,-100000.0,-18025.7,-100000.0,-100000.0,99505.4,99494.3,99471.6,99525.8
49.0,-100000.0,-17818.1,-100000.0,-100000.0,99759.8,99748.6,99726.3,99781.0
50.0,-100000.0,-17782.1,-100000.0,-100000.0,99671.9,99660.7,99638.9,99694.3
51.0,-100000.0,-17989.9,-100000.0,-100000.0,99352.7,99341.7,99319.6,99374.7
52.0,-100000.0,-18009.2,-100000.0,-100000.0,99453.9,99442.9,99420.1,99474.4
53.0,-100000.0,-17787.2,-100000.0,-100000.0,99746.3,99735.2,99712.7,99767.3
54.0,-100000.0,-17698.4,-100000.0,-100000.0,99730.1,99719.0,99697.0,99752.3
55.0,-100000.0,-17887.3,-100000.0,-100000.0,99410.8,99399.9,99377.8,99433.2
56.0,-100000.0,-17969.1,-100000.0,-100000.0,99417.1,99406.2,99383.4,99437.8
